id,mbti,location,preffered_category,travel_style,age,past_trip_rating,travel_frequency
1058,INFJ,jakarta,tujuan_wisata,family,35,4,2
1059,INFJ,medan,tujuan_wisata,family,59,5,5
1060,INFJ,lombok,tujuan_wisata,family,65,5,3
1061,INFJ,bali,tujuan_wisata,family,45,4,2
1062,INFJ,padang,tujuan_wisata,family,21,5,3
1063,INFJ,batam,tujuan_wisata,family,36,4,2
1064,INFJ,yogyakarta,tujuan_wisata,family,18,4,4
1065,INFJ,jakarta,tujuan_wisata,partner,45,3,5
1066,INFJ,medan,tujuan_wisata,partner,53,4,2
1067,INFJ,lombok,tujuan_wisata,partner,32,5,3
1068,INFJ,bali,tujuan_wisata,partner,51,4,2
1069,INFJ,padang,tujuan_wisata,partner,32,5,2
1070,INFJ,batam,tujuan_wisata,partner,60,4,1
1071,INFJ,yogyakarta,tujuan_wisata,partner,62,4,3
1072,INFJ,jakarta,sejarah_budaya,solo,43,3,5
1073,INFJ,medan,sejarah_budaya,solo,48,4,5
1074,INFJ,lombok,sejarah_budaya,solo,43,4,5
1075,INFJ,bali,sejarah_budaya,solo,53,4,2
1076,INFJ,padang,sejarah_budaya,solo,54,3,1
1077,INFJ,batam,sejarah_budaya,solo,43,5,5
1078,INFJ,yogyakarta,sejarah_budaya,solo,68,5,3
1079,INFJ,jakarta,sejarah_budaya,family,26,5,3
1080,INFJ,medan,sejarah_budaya,family,43,5,2
1081,INFJ,lombok,sejarah_budaya,family,53,5,3
1082,INFJ,bali,sejarah_budaya,family,70,3,4
1083,INFJ,padang,sejarah_budaya,family,26,4,5
1084,INFJ,batam,sejarah_budaya,family,24,4,3
1085,INFJ,yogyakarta,sejarah_budaya,family,23,5,2
1086,INFJ,jakarta,sejarah_budaya,partner,25,4,2
1087,INFJ,medan,sejarah_budaya,partner,45,4,5
1088,INFJ,lombok,sejarah_budaya,partner,23,4,2
1089,INFJ,bali,sejarah_budaya,partner,57,4,3
1090,INFJ,padang,sejarah_budaya,partner,68,5,1
1091,INFJ,batam,sejarah_budaya,partner,40,3,5
1092,INFJ,yogyakarta,sejarah_budaya,partner,19,3,2
1093,INFJ,jakarta,hotel,solo,40,5,2
1094,INFJ,medan,hotel,solo,39,3,2
1095,INFJ,lombok,hotel,solo,33,3,5
1096,INFJ,bali,hotel,solo,54,4,3
1097,INFJ,padang,hotel,solo,26,3,2
1098,INFJ,batam,hotel,solo,64,4,3
1099,INFJ,yogyakarta,hotel,solo,46,3,4
1100,INFJ,jakarta,hotel,family,50,5,5
1101,INFJ,medan,hotel,family,49,5,3
1102,INFJ,lombok,hotel,family,67,3,3
1103,INFJ,bali,hotel,family,28,4,5
1104,INFJ,padang,hotel,family,52,4,4
1105,INFJ,batam,hotel,family,29,5,4
1106,INFJ,yogyakarta,hotel,family,40,5,4
1107,INFJ,jakarta,hotel,partner,40,5,5
1108,INFJ,medan,hotel,partner,40,3,5
1109,INFJ,lombok,hotel,partner,29,3,3
1110,INFJ,bali,hotel,partner,29,5,3
1111,INFJ,padang,hotel,partner,42,3,5
1112,INFJ,batam,hotel,partner,55,4,1
1113,INFJ,yogyakarta,hotel,partner,51,5,1
1114,INFJ,jakarta,tourist_attraction,solo,57,4,2
1115,INFJ,medan,tourist_attraction,solo,51,4,3
1116,INFJ,lombok,tourist_attraction,solo,37,5,4
1117,INFJ,bali,tourist_attraction,solo,19,3,4
1118,INFJ,padang,tourist_attraction,solo,52,3,5
1119,INFJ,batam,tourist_attraction,solo,39,4,1
1120,INFJ,yogyakarta,tourist_attraction,solo,59,4,1
1121,INFJ,jakarta,tourist_attraction,family,50,4,2
1122,INFJ,medan,tourist_attraction,family,36,4,5
1123,INFJ,lombok,tourist_attraction,family,34,4,1
1124,INFJ,bali,tourist_attraction,family,24,4,2
1125,INFJ,padang,tourist_attraction,family,44,3,2
1126,INFJ,batam,tourist_attraction,family,61,4,2
1127,INFJ,yogyakarta,tourist_attraction,family,28,3,4
1128,INFJ,jakarta,tourist_attraction,partner,69,4,2
1129,INFJ,medan,tourist_attraction,partner,23,3,4
1130,INFJ,lombok,tourist_attraction,partner,35,3,3
1131,INFJ,bali,tourist_attraction,partner,31,4,4
1132,INFJ,padang,tourist_attraction,partner,30,4,1
1133,INFJ,batam,tourist_attraction,partner,32,5,5
1134,INFJ,yogyakarta,tourist_attraction,partner,21,5,3
1135,INFJ,jakarta,budaya_sejarah,solo,65,3,1
1136,INFJ,medan,budaya_sejarah,solo,55,3,4
1137,INFJ,lombok,budaya_sejarah,solo,33,3,5
1138,INFJ,bali,budaya_sejarah,solo,34,5,5
1139,INFJ,padang,budaya_sejarah,solo,48,4,3
1140,INFJ,batam,budaya_sejarah,solo,36,4,3
1141,INFJ,yogyakarta,budaya_sejarah,solo,65,3,4
1142,INFJ,jakarta,budaya_sejarah,family,58,3,5
1143,INFJ,medan,budaya_sejarah,family,49,4,1
1144,INFJ,lombok,budaya_sejarah,family,70,3,2
1145,INFJ,bali,budaya_sejarah,family,59,3,1
1146,INFJ,padang,budaya_sejarah,family,20,4,3
1147,INFJ,batam,budaya_sejarah,family,37,4,1
1148,INFJ,yogyakarta,budaya_sejarah,family,34,5,2
1149,INFJ,jakarta,budaya_sejarah,partner,64,5,5
1150,INFJ,medan,budaya_sejarah,partner,63,5,5
1151,INFJ,lombok,budaya_sejarah,partner,25,4,4
1152,INFJ,bali,budaya_sejarah,partner,59,3,5
1153,INFJ,padang,budaya_sejarah,partner,42,5,5
1154,INFJ,batam,budaya_sejarah,partner,44,3,2
1155,INFJ,yogyakarta,budaya_sejarah,partner,24,5,2
1156,INFJ,jakarta,taman,solo,18,5,2
1157,INFJ,medan,taman,solo,24,4,1
1158,INFJ,lombok,taman,solo,18,4,2
1159,INFJ,bali,taman,solo,38,4,4
1160,INFJ,padang,taman,solo,32,3,5
1161,INFJ,batam,taman,solo,25,5,1
1162,INFJ,yogyakarta,taman,solo,69,3,1
1163,INFJ,jakarta,taman,family,49,5,5
1164,INFJ,medan,taman,family,50,5,3
1165,INFJ,lombok,taman,family,65,3,2
1166,INFJ,bali,taman,family,69,3,1
1167,INFJ,padang,taman,family,27,4,4
1168,INFJ,batam,taman,family,44,3,4
1169,INFJ,yogyakarta,taman,family,66,3,4
1170,INFJ,jakarta,taman,partner,35,4,3
1171,INFJ,medan,taman,partner,57,5,3
1172,INFJ,lombok,taman,partner,48,5,4
1173,INFJ,bali,taman,partner,52,5,2
1174,INFJ,padang,taman,partner,55,4,5
1175,INFJ,batam,taman,partner,31,4,2
1176,INFJ,yogyakarta,taman,partner,61,4,1
1177,INFJ,jakarta,hiking_area,solo,32,5,2
1178,INFJ,medan,hiking_area,solo,61,5,4
1179,INFJ,lombok,hiking_area,solo,56,5,1
1180,INFJ,bali,hiking_area,solo,26,5,4
1181,INFJ,padang,hiking_area,solo,57,5,4
1182,INFJ,batam,hiking_area,solo,54,5,1
1183,INFJ,yogyakarta,hiking_area,solo,70,4,3
1184,INFJ,jakarta,hiking_area,family,69,5,3
1185,INFJ,medan,hiking_area,family,52,5,1
1186,INFJ,lombok,hiking_area,family,56,5,5
1187,INFJ,bali,hiking_area,family,23,4,2
1188,INFJ,padang,hiking_area,family,67,3,2
1189,INFJ,batam,hiking_area,family,49,4,3
1190,INFJ,yogyakarta,hiking_area,family,61,5,1
1191,INFJ,jakarta,hiking_area,partner,35,5,5
1192,INFJ,medan,hiking_area,partner,46,5,3
1193,INFJ,lombok,hiking_area,partner,49,5,5
1194,INFJ,bali,hiking_area,partner,58,3,4
1195,INFJ,padang,hiking_area,partner,70,4,3
1196,INFJ,batam,hiking_area,partner,39,4,2
1197,INFJ,yogyakarta,hiking_area,partner,66,4,4
1198,INFJ,jakarta,rekreasi_keluarga,solo,61,4,2
1199,INFJ,medan,rekreasi_keluarga,solo,63,5,5
1200,INFJ,lombok,rekreasi_keluarga,solo,48,4,2
1201,INFJ,bali,rekreasi_keluarga,solo,46,5,3
1202,INFJ,padang,rekreasi_keluarga,solo,52,3,5
1203,INFJ,batam,rekreasi_keluarga,solo,25,5,2
1204,INFJ,yogyakarta,rekreasi_keluarga,solo,59,5,4
1205,INFJ,jakarta,rekreasi_keluarga,family,48,4,5
1206,INFJ,medan,rekreasi_keluarga,family,69,4,2
1207,INFJ,lombok,rekreasi_keluarga,family,62,3,2
1208,INFJ,bali,rekreasi_keluarga,family,40,5,3
1209,INFJ,padang,rekreasi_keluarga,family,28,3,5
1210,INFJ,batam,rekreasi_keluarga,family,62,4,5
1211,INFJ,yogyakarta,rekreasi_keluarga,family,56,4,4
1212,INFJ,jakarta,rekreasi_keluarga,partner,61,3,2
1213,INFJ,medan,rekreasi_keluarga,partner,54,5,1
1214,INFJ,lombok,rekreasi_keluarga,partner,20,3,4
1215,INFJ,bali,rekreasi_keluarga,partner,49,5,4
1216,INFJ,padang,rekreasi_keluarga,partner,45,3,5
1217,INFJ,batam,rekreasi_keluarga,partner,18,3,2
1218,INFJ,yogyakarta,rekreasi_keluarga,partner,27,4,3
1219,INFJ,jakarta,snorkling_area,solo,69,3,3
1220,INFJ,medan,snorkling_area,solo,27,5,2
1221,INFJ,lombok,snorkling_area,solo,53,3,5
1222,INFJ,bali,snorkling_area,solo,66,4,4
1223,INFJ,padang,snorkling_area,solo,21,4,5
1224,INFJ,batam,snorkling_area,solo,64,3,1
1225,INFJ,yogyakarta,snorkling_area,solo,34,5,3
1226,INFJ,jakarta,snorkling_area,family,67,3,3
1227,INFJ,medan,snorkling_area,family,35,4,1
1228,INFJ,lombok,snorkling_area,family,38,3,5
1229,INFJ,bali,snorkling_area,family,36,4,3
1230,INFJ,padang,snorkling_area,family,31,5,2
1231,INFJ,batam,snorkling_area,family,19,4,3
1232,INFJ,yogyakarta,snorkling_area,family,37,5,3
1233,INFJ,jakarta,snorkling_area,partner,24,3,5
1234,INFJ,medan,snorkling_area,partner,67,4,1
1235,INFJ,lombok,snorkling_area,partner,44,5,2
1236,INFJ,bali,snorkling_area,partner,70,5,3
1237,INFJ,padang,snorkling_area,partner,40,4,5
1238,INFJ,batam,snorkling_area,partner,18,3,2
1239,INFJ,yogyakarta,snorkling_area,partner,68,3,2
1240,INFJ,jakarta,kebun_binatang,solo,70,3,4
1241,INFJ,medan,kebun_binatang,solo,28,4,5
1242,INFJ,lombok,kebun_binatang,solo,56,5,1
1243,INFJ,bali,kebun_binatang,solo,31,4,3
1244,INFJ,padang,kebun_binatang,solo,23,4,3
1245,INFJ,batam,kebun_binatang,solo,46,3,5
1246,INFJ,yogyakarta,kebun_binatang,solo,52,4,1
1247,INFJ,jakarta,kebun_binatang,family,33,5,4
1248,INFJ,medan,kebun_binatang,family,43,3,4
1249,INFJ,lombok,kebun_binatang,family,35,4,3
1250,INFJ,bali,kebun_binatang,family,36,3,2
1251,INFJ,padang,kebun_binatang,family,66,5,2
1252,INFJ,batam,kebun_binatang,family,69,5,4
1253,INFJ,yogyakarta,kebun_binatang,family,55,4,2
1254,INFJ,jakarta,kebun_binatang,partner,49,3,5
1255,INFJ,medan,kebun_binatang,partner,22,5,4
1256,INFJ,lombok,kebun_binatang,partner,24,3,4
1257,INFJ,bali,kebun_binatang,partner,40,4,2
1258,INFJ,padang,kebun_binatang,partner,44,5,2
1259,INFJ,batam,kebun_binatang,partner,45,4,3
1260,INFJ,yogyakarta,kebun_binatang,partner,65,4,1
1261,INFP,jakarta,pantai,solo,28,4,5
1262,INFP,medan,pantai,solo,45,3,1
1263,INFP,lombok,pantai,solo,27,3,3
1264,INFP,bali,pantai,solo,54,4,5
1265,INFP,padang,pantai,solo,52,3,4
1266,INFP,batam,pantai,solo,52,4,1
1267,INFP,yogyakarta,pantai,solo,37,5,3
1268,INFP,jakarta,pantai,family,67,4,1
1269,INFP,medan,pantai,family,49,5,5
1270,INFP,lombok,pantai,family,62,3,5
1271,INFP,bali,pantai,family,69,4,2
1272,INFP,padang,pantai,family,19,5,2
1273,INFP,batam,pantai,family,29,4,5
1274,INFP,yogyakarta,pantai,family,30,5,3
1275,INFP,jakarta,pantai,partner,45,5,4
1276,INFP,medan,pantai,partner,45,5,2
1277,INFP,lombok,pantai,partner,52,3,2
1278,INFP,bali,pantai,partner,53,5,3
1279,INFP,padang,pantai,partner,53,3,3
1280,INFP,batam,pantai,partner,20,5,2
1281,INFP,yogyakarta,pantai,partner,32,4,3
1282,INFP,jakarta,alam,solo,34,3,1
1283,INFP,medan,alam,solo,31,4,2
1284,INFP,lombok,alam,solo,23,4,3
1285,INFP,bali,alam,solo,49,3,4
1286,INFP,padang,alam,solo,23,5,5
1287,INFP,batam,alam,solo,26,3,3
1288,INFP,yogyakarta,alam,solo,22,5,5
1289,INFP,jakarta,alam,family,59,3,2
1290,INFP,medan,alam,family,24,5,2
1291,INFP,lombok,alam,family,48,5,5
1292,INFP,bali,alam,family,58,5,5
1293,INFP,padang,alam,family,45,3,5
1294,INFP,batam,alam,family,55,4,5
1295,INFP,yogyakarta,alam,family,29,4,1
1296,INFP,jakarta,alam,partner,24,3,5
1297,INFP,medan,alam,partner,38,4,2
1298,INFP,lombok,alam,partner,58,4,3
1299,INFP,bali,alam,partner,38,3,2
1300,INFP,padang,alam,partner,42,5,3
1301,INFP,batam,alam,partner,35,3,4
1302,INFP,yogyakarta,alam,partner,48,3,2
1303,INFP,jakarta,tujuan_wisata,solo,59,4,2
1304,INFP,medan,tujuan_wisata,solo,69,5,3
1305,INFP,lombok,tujuan_wisata,solo,25,5,3
1306,INFP,bali,tujuan_wisata,solo,19,5,4
1307,INFP,padang,tujuan_wisata,solo,59,4,3
1308,INFP,batam,tujuan_wisata,solo,43,5,3
1309,INFP,yogyakarta,tujuan_wisata,solo,52,3,4
1310,INFP,jakarta,tujuan_wisata,family,52,4,1
1311,INFP,medan,tujuan_wisata,family,58,4,5
1312,INFP,lombok,tujuan_wisata,family,44,3,3
1313,INFP,bali,tujuan_wisata,family,33,4,1
1314,INFP,padang,tujuan_wisata,family,57,3,3
1315,INFP,batam,tujuan_wisata,family,50,4,2
1316,INFP,yogyakarta,tujuan_wisata,family,26,4,2
1317,INFP,jakarta,tujuan_wisata,partner,47,3,1
1318,INFP,medan,tujuan_wisata,partner,52,3,4
1319,INFP,lombok,tujuan_wisata,partner,67,5,1
1320,INFP,bali,tujuan_wisata,partner,60,5,5
1321,INFP,padang,tujuan_wisata,partner,65,3,1
1322,INFP,batam,tujuan_wisata,partner,52,4,2
1323,INFP,yogyakarta,tujuan_wisata,partner,23,5,4
1324,INFP,jakarta,sejarah_budaya,solo,39,3,2
1325,INFP,medan,sejarah_budaya,solo,59,4,5
1326,INFP,lombok,sejarah_budaya,solo,48,4,2
1327,INFP,bali,sejarah_budaya,solo,33,3,1
1328,INFP,padang,sejarah_budaya,solo,46,4,4
1329,INFP,batam,sejarah_budaya,solo,43,3,1
1330,INFP,yogyakarta,sejarah_budaya,solo,53,5,4
1331,INFP,jakarta,sejarah_budaya,family,53,3,4
1332,INFP,medan,sejarah_budaya,family,64,5,1
1333,INFP,lombok,sejarah_budaya,family,29,5,4
1334,INFP,bali,sejarah_budaya,family,26,5,4
1335,INFP,padang,sejarah_budaya,family,50,5,4
1336,INFP,batam,sejarah_budaya,family,61,4,1
1337,INFP,yogyakarta,sejarah_budaya,family,57,4,4
1338,INFP,jakarta,sejarah_budaya,partner,19,4,4
1339,INFP,medan,sejarah_budaya,partner,51,3,1
1340,INFP,lombok,sejarah_budaya,partner,25,4,3
1341,INFP,bali,sejarah_budaya,partner,68,4,3
1342,INFP,padang,sejarah_budaya,partner,18,5,3
1343,INFP,batam,sejarah_budaya,partner,67,4,3
1344,INFP,yogyakarta,sejarah_budaya,partner,37,3,4
1345,INFP,jakarta,hotel,solo,62,3,3
1346,INFP,medan,hotel,solo,35,4,1
1347,INFP,lombok,hotel,solo,23,4,3
1348,INFP,bali,hotel,solo,37,5,1
1349,INFP,padang,hotel,solo,66,3,1
1350,INFP,batam,hotel,solo,61,4,1
1351,INFP,yogyakarta,hotel,solo,60,3,5
1352,INFP,jakarta,hotel,family,19,5,3
1353,INFP,medan,hotel,family,55,5,5
1354,INFP,lombok,hotel,family,30,5,1
1355,INFP,bali,hotel,family,24,3,1
1356,INFP,padang,hotel,family,21,3,3
1357,INFP,batam,hotel,family,67,4,4
1358,INFP,yogyakarta,hotel,family,53,4,5
1359,INFP,jakarta,hotel,partner,56,3,1
1360,INFP,medan,hotel,partner,30,3,4
1361,INFP,lombok,hotel,partner,58,4,4
1362,INFP,bali,hotel,partner,46,3,2
1363,INFP,padang,hotel,partner,62,4,3
1364,INFP,batam,hotel,partner,33,4,3
1365,INFP,yogyakarta,hotel,partner,41,4,4
1366,INFP,jakarta,tourist_attraction,solo,57,3,1
1367,INFP,medan,tourist_attraction,solo,40,3,5
1368,INFP,lombok,tourist_attraction,solo,55,3,4
1369,INFP,bali,tourist_attraction,solo,68,4,2
1370,INFP,padang,tourist_attraction,solo,55,4,3
1371,INFP,batam,tourist_attraction,solo,69,4,3
1372,INFP,yogyakarta,tourist_attraction,solo,20,5,5
1373,INFP,jakarta,tourist_attraction,family,45,5,4
1374,INFP,medan,tourist_attraction,family,54,4,4
1375,INFP,lombok,tourist_attraction,family,63,4,4
1376,INFP,bali,tourist_attraction,family,18,3,2
1377,INFP,padang,tourist_attraction,family,20,3,1
1378,INFP,batam,tourist_attraction,family,28,4,4
1379,INFP,yogyakarta,tourist_attraction,family,66,3,5
1380,INFP,jakarta,tourist_attraction,partner,24,4,3
1381,INFP,medan,tourist_attraction,partner,24,4,2
1382,INFP,lombok,tourist_attraction,partner,33,4,5
1383,INFP,bali,tourist_attraction,partner,56,4,4
1384,INFP,padang,tourist_attraction,partner,51,4,4
1385,INFP,batam,tourist_attraction,partner,50,3,3
1386,INFP,yogyakarta,tourist_attraction,partner,39,3,5
1387,INFP,jakarta,budaya_sejarah,solo,55,3,3
1388,INFP,medan,budaya_sejarah,solo,60,3,1
1389,INFP,lombok,budaya_sejarah,solo,38,3,5
1390,INFP,bali,budaya_sejarah,solo,68,4,3
1391,INFP,padang,budaya_sejarah,solo,54,5,5
1392,INFP,batam,budaya_sejarah,solo,31,4,2
1393,INFP,yogyakarta,budaya_sejarah,solo,40,5,5
1394,INFP,jakarta,budaya_sejarah,family,30,5,4
1395,INFP,medan,budaya_sejarah,family,50,5,4
1396,INFP,lombok,budaya_sejarah,family,61,3,3
1397,INFP,bali,budaya_sejarah,family,19,5,5
1398,INFP,padang,budaya_sejarah,family,69,5,4
1399,INFP,batam,budaya_sejarah,family,51,4,4
1400,INFP,yogyakarta,budaya_sejarah,family,55,3,4
1401,INFP,jakarta,budaya_sejarah,partner,45,4,4
1402,INFP,medan,budaya_sejarah,partner,66,5,4
1403,INFP,lombok,budaya_sejarah,partner,68,5,1
1404,INFP,bali,budaya_sejarah,partner,47,4,5
1405,INFP,padang,budaya_sejarah,partner,33,3,5
1406,INFP,batam,budaya_sejarah,partner,69,5,1
1407,INFP,yogyakarta,budaya_sejarah,partner,45,3,2
1408,INFP,jakarta,taman,solo,49,3,2
1409,INFP,medan,taman,solo,62,3,3
1410,INFP,lombok,taman,solo,60,5,3
1411,INFP,bali,taman,solo,18,4,1
1412,INFP,padang,taman,solo,52,3,4
1413,INFP,batam,taman,solo,45,4,3
1414,INFP,yogyakarta,taman,solo,41,4,4
1415,INFP,jakarta,taman,family,29,3,1
1416,INFP,medan,taman,family,28,4,4
1417,INFP,lombok,taman,family,37,5,2
1418,INFP,bali,taman,family,28,5,1
1419,INFP,padang,taman,family,59,4,1
1420,INFP,batam,taman,family,67,4,4
1421,INFP,yogyakarta,taman,family,67,5,1
1422,INFP,jakarta,taman,partner,35,3,2
1423,INFP,medan,taman,partner,46,5,2
1424,INFP,lombok,taman,partner,36,3,5
1425,INFP,bali,taman,partner,40,5,3
1426,INFP,padang,taman,partner,54,3,3
1427,INFP,batam,taman,partner,54,4,5
1428,INFP,yogyakarta,taman,partner,66,5,2
1429,INFP,jakarta,hiking_area,solo,43,5,1
1430,INFP,medan,hiking_area,solo,46,4,5
1431,INFP,lombok,hiking_area,solo,65,5,1
1432,INFP,bali,hiking_area,solo,69,3,3
1433,INFP,padang,hiking_area,solo,29,3,4
1434,INFP,batam,hiking_area,solo,61,3,1
1435,INFP,yogyakarta,hiking_area,solo,37,4,5
1436,INFP,jakarta,hiking_area,family,21,5,1
1437,INFP,medan,hiking_area,family,53,5,1
1438,INFP,lombok,hiking_area,family,34,3,4
1439,INFP,bali,hiking_area,family,35,5,5
1440,INFP,padang,hiking_area,family,66,3,4
1441,INFP,batam,hiking_area,family,18,5,4
1442,INFP,yogyakarta,hiking_area,family,21,5,3
1443,INFP,jakarta,hiking_area,partner,55,3,4
1444,INFP,medan,hiking_area,partner,32,3,3
1445,INFP,lombok,hiking_area,partner,69,3,3
1446,INFP,bali,hiking_area,partner,48,3,3
1447,INFP,padang,hiking_area,partner,27,4,5
1448,INFP,batam,hiking_area,partner,65,3,4
1449,INFP,yogyakarta,hiking_area,partner,20,4,4
1450,INFP,jakarta,rekreasi_keluarga,solo,25,3,5
1451,INFP,medan,rekreasi_keluarga,solo,52,5,1
1452,INFP,lombok,rekreasi_keluarga,solo,57,5,3
1453,INFP,bali,rekreasi_keluarga,solo,21,4,3
1454,INFP,padang,rekreasi_keluarga,solo,66,3,3
1455,INFP,batam,rekreasi_keluarga,solo,52,4,3
1456,INFP,yogyakarta,rekreasi_keluarga,solo,28,4,3
1457,INFP,jakarta,rekreasi_keluarga,family,58,5,4
1458,INFP,medan,rekreasi_keluarga,family,37,3,3
1459,INFP,lombok,rekreasi_keluarga,family,35,4,1
1460,INFP,bali,rekreasi_keluarga,family,67,3,5
1461,INFP,padang,rekreasi_keluarga,family,30,4,1
1462,INFP,batam,rekreasi_keluarga,family,29,4,5
1463,INFP,yogyakarta,rekreasi_keluarga,family,55,3,2
1464,INFP,jakarta,rekreasi_keluarga,partner,34,5,4
1465,INFP,medan,rekreasi_keluarga,partner,52,3,2
1466,INFP,lombok,rekreasi_keluarga,partner,62,4,1
1467,INFP,bali,rekreasi_keluarga,partner,57,3,5
1468,INFP,padang,rekreasi_keluarga,partner,67,5,3
1469,INFP,batam,rekreasi_keluarga,partner,20,4,1
1470,INFP,yogyakarta,rekreasi_keluarga,partner,21,4,3
1471,INFP,jakarta,snorkling_area,solo,24,4,5
1472,INFP,medan,snorkling_area,solo,27,4,1
1473,INFP,lombok,snorkling_area,solo,26,5,4
1474,INFP,bali,snorkling_area,solo,18,3,4
1475,INFP,padang,snorkling_area,solo,23,5,5
1476,INFP,batam,snorkling_area,solo,37,4,1
1477,INFP,yogyakarta,snorkling_area,solo,23,4,1
1478,INFP,jakarta,snorkling_area,family,46,5,1
1479,INFP,medan,snorkling_area,family,50,5,5
1480,INFP,lombok,snorkling_area,family,56,5,1
1481,INFP,bali,snorkling_area,family,29,3,4
1482,INFP,padang,snorkling_area,family,70,4,1
1483,INFP,batam,snorkling_area,family,32,5,1
1484,INFP,yogyakarta,snorkling_area,family,55,4,2
1485,INFP,jakarta,snorkling_area,partner,59,5,5
1486,INFP,medan,snorkling_area,partner,20,3,5
1487,INFP,lombok,snorkling_area,partner,38,3,2
1488,INFP,bali,snorkling_area,partner,30,5,3
1489,INFP,padang,snorkling_area,partner,50,4,3
1490,INFP,batam,snorkling_area,partner,28,4,5
1491,INFP,yogyakarta,snorkling_area,partner,65,5,4
1492,INFP,jakarta,kebun_binatang,solo,44,4,5
1493,INFP,medan,kebun_binatang,solo,28,3,1
1494,INFP,lombok,kebun_binatang,solo,63,5,3
1495,INFP,bali,kebun_binatang,solo,22,3,1
1496,INFP,padang,kebun_binatang,solo,36,3,1
1497,INFP,batam,kebun_binatang,solo,25,3,1
1498,INFP,yogyakarta,kebun_binatang,solo,20,5,3
1499,INFP,jakarta,kebun_binatang,family,32,5,4
1500,INFP,medan,kebun_binatang,family,47,4,5
1501,INFP,lombok,kebun_binatang,family,60,4,5
1502,INFP,bali,kebun_binatang,family,25,4,4
1503,INFP,padang,kebun_binatang,family,33,4,4
1504,INFP,batam,kebun_binatang,family,21,3,3
1505,INFP,yogyakarta,kebun_binatang,family,48,3,1
1506,INFP,jakarta,kebun_binatang,partner,27,5,4
1507,INFP,medan,kebun_binatang,partner,61,4,4
1508,INFP,lombok,kebun_binatang,partner,35,5,1
1509,INFP,bali,kebun_binatang,partner,25,3,4
1510,INFP,padang,kebun_binatang,partner,66,5,3
1511,INFP,batam,kebun_binatang,partner,43,4,5
1512,INFP,yogyakarta,kebun_binatang,partner,56,5,5
1513,ENFJ,jakarta,pantai,solo,23,3,1
1514,ENFJ,medan,pantai,solo,65,4,2
1515,ENFJ,lombok,pantai,solo,23,4,5
1516,ENFJ,bali,pantai,solo,43,4,5
1517,ENFJ,padang,pantai,solo,53,5,1
1518,ENFJ,batam,pantai,solo,47,4,1
1519,ENFJ,yogyakarta,pantai,solo,52,4,5
1520,ENFJ,jakarta,pantai,family,35,3,1
1521,ENFJ,medan,pantai,family,28,3,1
1522,ENFJ,lombok,pantai,family,33,5,1
1523,ENFJ,bali,pantai,family,61,4,1
1524,ENFJ,padang,pantai,family,46,5,3
1525,ENFJ,batam,pantai,family,56,5,1
1526,ENFJ,yogyakarta,pantai,family,46,4,2
1527,ENFJ,jakarta,pantai,partner,51,4,4
1528,ENFJ,medan,pantai,partner,44,3,2
1529,ENFJ,lombok,pantai,partner,24,4,4
1530,ENFJ,bali,pantai,partner,39,3,1
1531,ENFJ,padang,pantai,partner,35,4,4
1532,ENFJ,batam,pantai,partner,26,5,4
1533,ENFJ,yogyakarta,pantai,partner,32,4,1
1534,ENFJ,jakarta,alam,solo,34,3,3
1535,ENFJ,medan,alam,solo,24,4,1
1536,ENFJ,lombok,alam,solo,57,4,2
1537,ENFJ,bali,alam,solo,23,4,5
1538,ENFJ,padang,alam,solo,52,4,4
1539,ENFJ,batam,alam,solo,55,4,1
1540,ENFJ,yogyakarta,alam,solo,63,4,5
1541,ENFJ,jakarta,alam,family,35,4,3
1542,ENFJ,medan,alam,family,24,3,4
1543,ENFJ,lombok,alam,family,42,4,5
1544,ENFJ,bali,alam,family,59,3,3
1545,ENFJ,padang,alam,family,59,3,5
1546,ENFJ,batam,alam,family,62,4,1
1547,ENFJ,yogyakarta,alam,family,32,4,3
1548,ENFJ,jakarta,alam,partner,31,4,2
1549,ENFJ,medan,alam,partner,28,4,3
1550,ENFJ,lombok,alam,partner,68,4,4
1551,ENFJ,bali,alam,partner,23,4,5
1552,ENFJ,padang,alam,partner,49,5,1
1553,ENFJ,batam,alam,partner,20,5,2
1554,ENFJ,yogyakarta,alam,partner,47,5,5
1555,ENFJ,jakarta,tujuan_wisata,solo,25,3,1
1556,ENFJ,medan,tujuan_wisata,solo,61,4,1
1557,ENFJ,lombok,tujuan_wisata,solo,51,4,3
1558,ENFJ,bali,tujuan_wisata,solo,58,3,2
1559,ENFJ,padang,tujuan_wisata,solo,67,3,2
1560,ENFJ,batam,tujuan_wisata,solo,19,4,3
1561,ENFJ,yogyakarta,tujuan_wisata,solo,50,3,5
1562,ENFJ,jakarta,tujuan_wisata,family,31,4,2
1563,ENFJ,medan,tujuan_wisata,family,44,3,3
1564,ENFJ,lombok,tujuan_wisata,family,58,5,3
1565,ENFJ,bali,tujuan_wisata,family,69,3,3
1566,ENFJ,padang,tujuan_wisata,family,45,4,5
1567,ENFJ,batam,tujuan_wisata,family,18,5,1
1568,ENFJ,yogyakarta,tujuan_wisata,family,29,4,4
1569,ENFJ,jakarta,tujuan_wisata,partner,47,5,1
1570,ENFJ,medan,tujuan_wisata,partner,64,4,3
1571,ENFJ,lombok,tujuan_wisata,partner,60,5,1
1572,ENFJ,bali,tujuan_wisata,partner,19,5,5
